,area,furnishing,floor_number,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage,others,maintenance_amt,brok_amt,deposit_amt,rent,total_rooms,location_encoded,mnt_amt_encoded,avalable_for_encoded
21,610.0,1,2,0,0,0,1,0,0,11,1,1,1,2,0,15,0,10.126631103850338,8000.0,3,10250.0,0.004382761139517896,0.5010956902848794
22,900.0,1,1,0,1,0,1,0,0,11,1,0,2,2,0,0,15000,10.819778284410283,15000.0,5,17447.36842105263,0.7888970051132214,0.5010956902848794
23,725.0,1,6,0,1,0,1,1,1,11,1,0,1,1,1,2,17500,10.819778284410283,17500.0,4,16258.620689655172,0.05003652300949598,0.5010956902848794
24,750.0,1,2,0,1,0,1,1,1,11,1,0,1,4,0,0,16000,10.819778284410283,16000.0,3,16000.0,0.7888970051132214,0.40577063550036524
25,600.0,0,6,0,0,0,1,0,0,11,2,0,0,2,0,0,0,10.596634733096073,9500.0,4,12367.670807453416,0.7888970051132214,0.40577063550036524
26,500.0,0,3,0,0,0,1,0,0,11,1,0,0,2,0,0,0,10.126631103850338,8500.0,4,12367.670807453416,0.7888970051132214,0.40577063550036524
27,870.0,1,1,0,1,0,1,0,0,11,1,0,2,1,0,0,20000,10.819778284410283,20000.0,5,20126.949152542373,0.7888970051132214,0.5010956902848794
28,646.0,1,1,0,1,1,1,0,1,11,1,0,2,1,0,0,0,10.126631103850338,9000.0,3,15951.375,0.7888970051132214,0.5010956902848794
29,510.0,2,4,0,0,0,1,0,0,11,2,0,0,3,0,0,0,10.308952660644293,10000.0,3,15750.0,0.7888970051132214,0.40577063550036524
30,850.0,0,7,0,1,0,1,1,1,11,1,0,2,2,0,2,23000,11.156250521031495,22000.0,5,17309.5,0.05003652300949598,0.5010956902848794
31,1000.0,1,3,0,0,0,1,0,0,11,1,0,0,2,0,0,0,10.308952660644293,14000.0,4,12625.0,0.7888970051132214,0.5010956902848794
32,600.0,0,3,0,1,0,1,0,0,11,1,0,0,2,0,0,0,10.596634733096073,14000.0,5,12000.0,0.7888970051132214,0.5010956902848794
33,790.0,1,2,0,1,0,1,0,0,11,1,0,1,3,1,2,0,10.819778284410283,17000.0,4,21122.96923076923,0.05003652300949598,0.40577063550036524
34,1250.0,0,3,0,1,0,1,0,0,11,1,0,0,2,0,0,30000,11.407564949312402,30000.0,7,15588.461538461539,0.7888970051132214,0.40577063550036524
35,890.0,1,6,0,1,0,1,0,0,11,1,0,1,4,0,0,24000,10.819778284410283,24000.0,5,18968.71875,0.7888970051132214,0.050401753104455806
36,540.0,1,0,0,1,0,1,0,1,11,2,0,1,1,0,0,0,9.615805480084347,8000.0,3,15552.35652173913,0.7888970051132214,0.5010956902848794
37,750.0,1,4,0,0,0,1,0,0,11,2,0,0,4,0,77,0,10.308952660644293,14000.0,5,13333.333333333334,0.02556610664718773,0.5010956902848794
38,1200.0,1,1,0,0,0,1,0,0,11,1,1,1,2,0,0,15000,10.596634733096073,15000.0,7,12794.14705882353,0.7888970051132214,0.40577063550036524
39,789.0,1,1,0,1,0,1,1,1,11,1,0,2,2,0,0,12000,10.491274217438248,12000.0,5,12367.670807453416,0.7888970051132214,0.5010956902848794
40,550.0,1,2,0,1,0,1,0,0,11,1,0,0,4,0,0,0,10.126631103850338,11000.0,3,18170.875,0.7888970051132214,0.40577063550036524
41,950.0,0,4,0,1,0,1,0,0,11,1,0,2,2,0,0,15000,10.714417768752456,15000.0,7,12367.670807453416,0.7888970051132214,0.5010956902848794
42,1255.0,1,1,0,1,0,1,1,1,11,1,0,2,2,0,0,25000,11.225243392518447,25000.0,7,22142.85714285714,0.7888970051132214,0.5010956902848794
43,509.0,0,8,0,1,0,0,0,0,11,1,0,2,1,0,0,0,10.308952660644293,11000.0,3,13923.076923076924,0.7888970051132214,0.40577063550036524
44,1073.0,0,4,0,0,1,1,0,0,11,1,0,1,2,0,0,0,10.819778284410283,20000.0,5,19708.333333333332,0.7888970051132214,0.40577063550036524
45,1150.0,1,7,0,1,0,1,0,1,11,1,0,1,2,1,42,22000,10.915088464214607,22000.0,6,14876.666666666666,0.014243973703433162,0.5010956902848794
46,700.0,1,2,0,0,0,0,0,0,11,0,0,0,3,0,0,0,10.126631103850338,10000.0,5,9312.5,0.7888970051132214,0.5010956902848794
47,1300.0,1,9,0,1,1,1,1,1,11,1,1,2,2,0,0,22000,11.002099841204238,22000.0,7,18380.434782608696,0.7888970051132214,0.5010956902848794
48,1050.0,2,3,0,1,0,1,0,0,11,2,0,0,3,0,0,0,11.002099841204238,18000.0,5,19708.333333333332,0.7888970051132214,0.40577063550036524
49,900.0,1,1,0,1,0,1,0,0,11,1,0,1,2,0,0,0,10.46310334047155,18000.0,5,15415.0,0.7888970051132214,0.5010956902848794
50,650.0,0,7,0,0,0,1,0,0,11,1,0,0,2,1,4,17000,10.896739325546411,17000.0,4,12367.670807453416,0.009495982468955442,0.40577063550036524
51,650.0,1,5,0,1,0,2,0,0,11,1,0,1,2,0,0,0,10.596634733096073,17000.0,5,15951.375,0.7888970051132214,0.40577063550036524
52,1200.0,0,6,0,1,0,1,0,0,11,0,0,1,1,0,0,19000,10.819778284410283,19000.0,7,13454.545454545454,0.7888970051132214,0.40577063550036524
53,700.0,0,4,0,0,0,0,0,0,11,1,0,0,3,0,0,0,9.903487552536127,10000.0,3,19708.333333333332,0.7888970051132214,0.40577063550036524
54,800.0,0,6,0,0,0,1,0,0,11,1,0,1,2,0,0,0,10.596634733096073,10000.0,4,12357.142857142857,0.7888970051132214,0.5010956902848794
55,950.0,1,1,0,1,0,1,0,0,11,2,1,0,3,0,0,0,11.002099841204238,18500.0,5,17522.222222222223,0.7888970051132214,0.40577063550036524
56,500.0,2,1,0,0,0,3,0,0,11,0,0,0,4,0,0,0,9.903487552536127,10000.0,4,17900.0,0.7888970051132214,0.5010956902848794
57,550.0,0,2,0,1,0,5,0,0,12,0,1,0,1,0,87,0,9.903487552536127,7000.0,3,7928.571428571428,0.004747991234477721,0.40577063550036524
58,1350.0,1,1,0,1,0,2,1,1,11,2,0,2,1,0,0,0,10.714417768752456,15000.0,7,12367.670807453416,0.7888970051132214,0.5010956902848794
59,800.0,1,3,0,1,0,1,0,0,11,1,0,0,4,0,9,0,10.819778284410283,16000.0,5,14500.0,0.01862673484295106,0.5010956902848794
60,1360.0,1,9,0,1,1,1,1,1,22,1,0,2,4,0,64,30000,11.512925464970229,28000.0,7,20100.0,0.001095690284879474,0.050401753104455806
61,990.0,1,1,0,1,0,1,1,1,11,1,0,2,2,1,67,0,11.156250521031495,24000.0,4,21122.96923076923,0.0003652300949598247,0.5010956902848794
62,1480.0,0,2,0,1,1,1,0,1,11,1,0,1,3,0,0,25000,11.002099841204238,26000.0,6,20005.555555555555,0.7888970051132214,0.5010956902848794
63,850.0,1,6,0,1,0,1,0,0,12,1,0,1,2,1,0,20000,11.002099841204238,20000.0,4,16690.428571428572,0.7888970051132214,0.40577063550036524
64,570.0,1,1,0,0,0,0,0,0,11,1,0,0,3,0,0,0,9.903487552536127,9500.0,3,14876.666666666666,0.7888970051132214,0.5010956902848794
65,1000.0,0,5,0,1,0,1,0,0,11,1,0,1,3,0,0,22000,10.915088464214607,22000.0,5,19295.0,0.7888970051132214,0.40577063550036524
66,500.0,1,1,0,0,0,2,0,0,11,1,0,0,2,0,0,0,10.308952660644293,13000.0,3,16022.727272727272,0.7888970051132214,0.5010956902848794
67,550.0,0,3,0,1,0,1,0,1,7,0,0,0,4,0,0,0,10.126631103850338,12000.0,3,14361.111111111111,0.7888970051132214,0.5010956902848794
68,500.0,0,0,0,0,0,1,0,0,11,0,1,1,1,0,0,0,9.615805480084347,6000.0,3,6000.0,0.7888970051132214,0.5010956902848794
69,540.0,1,3,0,0,0,1,0,0,11,2,0,0,4,0,0,0,9.615805480084347,11000.0,3,11000.0,0.7888970051132214,0.050401753104455806
70,820.0,1,7,0,0,0,1,0,0,11,1,1,0,1,0,0,25000,11.512925464970229,25000.0,5,20999.821428571428,0.7888970051132214,0.40577063550036524
71,900.0,2,5,0,1,0,1,0,1,11,1,0,0,3,0,0,0,10.819778284410283,18000.0,5,16531.25,0.7888970051132214,0.5010956902848794
72,650.0,2,1,0,1,0,1,0,0,11,1,0,0,2,0,0,0,10.596634733096073,10000.0,5,17173.076923076922,0.7888970051132214,0.5010956902848794
73,1100.0,1,7,0,0,0,1,0,0,22,1,1,0,3,0,0,0,10.819778284410283,19000.0,5,19708.333333333332,0.7888970051132214,0.40577063550036524
74,502.0,1,1,0,0,0,1,0,0,11,1,0,0,1,1,0,15000,10.46310334047155,14000.0,2,15552.35652173913,0.7888970051132214,0.40577063550036524
75,769.0,1,1,0,1,1,1,1,1,11,1,0,1,1,0,0,19000,10.819778284410283,19000.0,5,17309.5,0.7888970051132214,0.40577063550036524
76,700.0,1,1,0,1,0,0,0,0,11,1,0,0,4,0,0,0,9.903487552536127,7500.0,3,11000.0,0.7888970051132214,0.40577063550036524
77,900.0,1,5,0,1,0,1,1,0,11,1,0,1,2,1,0,21000,11.002099841204238,21000.0,4,21122.96923076923,0.7888970051132214,0.40577063550036524
78,788.0,0,3,0,0,0,0,0,0,11,1,0,1,4,0,0,0,10.596634733096073,17000.0,5,17309.5,0.7888970051132214,0.40577063550036524
79,758.0,1,1,0,0,0,0,0,0,11,1,0,0,2,0,0,0,10.819778284410283,18000.0,5,15415.0,0.7888970051132214,0.5010956902848794
80,565.0,1,8,0,1,0,1,0,0,11,1,0,2,2,0,0,0,10.819778284410283,18000.0,5,12367.670807453416,0.7888970051132214,0.5010956902848794
81,1300.0,0,6,0,1,1,1,1,1,11,1,0,1,4,0,0,30000,11.512925464970229,30000.0,7,21980.0,0.7888970051132214,0.40577063550036524
82,850.0,1,3,0,1,0,0,0,0,12,1,0,0,4,0,0,0,10.596634733096073,15000.0,5,15951.375,0.7888970051132214,0.40577063550036524
83,850.0,1,6,0,0,0,1,0,0,11,1,0,2,3,0,0,0,10.308952660644293,11000.0,4,11500.0,0.7888970051132214,0.40577063550036524
84,1026.0,0,1,0,1,1,1,1,1,11,1,0,2,3,0,0,19000,11.002099841204238,19000.0,5,18968.71875,0.7888970051132214,0.5010956902848794
85,500.0,0,2,0,0,0,1,0,0,11,2,0,0,3,0,0,0,9.615805480084347,8500.0,3,12410.44776119403,0.7888970051132214,0.40577063550036524
86,850.0,1,1,0,0,0,1,0,0,12,1,0,0,4,0,0,0,10.46310334047155,17000.0,5,17000.0,0.7888970051132214,0.5010956902848794
87,1000.0,1,1,0,1,0,1,0,0,23,3,0,0,1,0,0,0,10.308952660644293,15000.0,5,12367.670807453416,0.7888970051132214,0.050401753104455806
88,490.0,2,1,0,1,1,1,0,1,12,1,0,0,3,0,0,0,10.308952660644293,14500.0,3,18968.71875,0.7888970051132214,0.5010956902848794
89,970.0,2,5,0,1,1,1,1,1,11,1,0,0,3,0,0,0,11.002099841204238,19000.0,5,17447.36842105263,0.7888970051132214,0.5010956902848794
90,600.0,0,4,0,0,0,1,0,0,1,1,1,0,2,1,0,0,10.819778284410283,16000.0,2,16000.0,0.7888970051132214,0.5010956902848794
91,800.0,0,1,0,0,0,1,0,0,11,1,0,0,4,0,9,0,10.596634733096073,17000.0,5,16286.666666666666,0.01862673484295106,0.5010956902848794
92,750.0,1,2,0,1,1,1,1,0,11,2,0,0,3,0,43,0,10.819778284410283,21000.0,5,19375.0,0.014243973703433162,0.40577063550036524
93,1000.0,0,1,0,1,0,1,0,0,11,1,0,0,2,0,0,0,9.983545644706707,8667.0,5,17837.695652173912,0.7888970051132214,0.005113221329437546
94,670.0,0,3,0,1,0,1,0,0,22,1,0,1,3,0,36,0,10.819778284410283,8500.0,5,11538.461538461539,0.0007304601899196494,0.40577063550036524
95,910.0,0,1,0,1,0,1,0,0,11,1,0,2,2,0,0,14000,10.46310334047155,14000.0,5,14361.111111111111,0.7888970051132214,0.5010956902848794
96,890.0,1,3,0,1,0,0,0,0,22,1,0,1,2,1,43,20000,11.225243392518447,18000.0,4,21980.0,0.014243973703433162,0.40577063550036524
97,750.0,2,6,0,1,1,1,0,1,11,1,0,1,3,0,0,0,10.819778284410283,21000.0,5,19708.333333333332,0.7888970051132214,0.5010956902848794
98,800.0,2,7,0,1,0,1,1,1,22,1,0,0,4,0,0,28000,11.407564949312402,28000.0,5,23250.0,0.7888970051132214,0.5010956902848794
99,495.0,0,9,0,0,0,0,0,0,11,0,0,1,1,0,0,0,10.126631103850338,9000.0,3,13687.5,0.7888970051132214,0.40577063550036524
100,855.0,1,1,0,1,1,1,0,0,11,1,0,1,1,0,0,19999,11.002083174398681,19999.0,5,21122.96923076923,0.7888970051132214,0.40577063550036524
101,550.0,1,2,0,1,0,1,0,0,11,1,0,0,4,0,0,0,10.596634733096073,15000.0,3,25800.0,0.7888970051132214,0.40577063550036524
102,600.0,1,1,0,1,0,1,0,0,11,1,0,0,2,0,0,0,10.819778284410283,17000.0,5,19136.348484848484,0.7888970051132214,0.40577063550036524
103,810.0,0,2,0,0,0,1,0,0,11,1,1,0,2,0,0,0,10.308952660644293,13500.0,4,13125.0,0.7888970051132214,0.40577063550036524
104,700.0,0,0,0,0,0,1,0,0,12,1,1,0,4,0,0,0,10.126631103850338,12000.0,3,12410.44776119403,0.7888970051132214,0.40577063550036524
105,750.0,1,5,0,1,0,1,1,0,11,1,1,2,2,0,0,18000,10.819778284410283,18000.0,5,21122.96923076923,0.7888970051132214,0.5010956902848794
106,710.0,1,2,0,1,0,3,0,0,11,1,0,2,3,0,41,0,9.903487552536127,9500.0,4,17045.454545454544,0.003287070854638422,0.005843681519357195
107,610.0,0,1,0,0,1,1,0,0,11,1,0,0,3,0,77,0,10.46310334047155,12000.0,4,15166.666666666666,0.02556610664718773,0.5010956902848794
108,1309.0,1,6,0,1,1,1,0,0,11,1,1,2,2,0,0,0,10.819778284410283,19000.0,6,13923.076923076924,0.7888970051132214,0.40577063550036524
109,806.0,1,1,0,1,0,1,0,0,11,2,0,2,2,0,0,0,10.819778284410283,19000.0,5,18170.875,0.7888970051132214,0.40577063550036524
110,900.0,1,1,0,1,0,1,0,0,12,1,1,2,3,0,0,0,11.002099841204238,20000.0,5,15552.35652173913,0.7888970051132214,0.025931336742147554
111,550.0,1,0,0,0,0,0,0,0,11,3,1,0,3,0,0,0,10.126631103850338,8500.0,3,15218.75,0.7888970051132214,0.40577063550036524
112,900.0,0,7,0,1,0,1,0,0,11,2,0,1,3,0,0,0,10.819778284410283,13000.0,5,12794.14705882353,0.7888970051132214,0.5010956902848794
113,550.0,0,3,0,1,0,1,0,1,11,1,0,1,2,0,2,0,9.903487552536127,9500.0,3,9500.0,0.05003652300949598,0.5010956902848794
114,500.0,0,3,0,1,0,1,0,0,11,1,0,1,4,0,0,16000,10.714417768752456,16000.0,3,20005.555555555555,0.7888970051132214,0.5010956902848794
115,560.0,1,2,0,1,0,1,0,0,11,1,0,1,4,0,0,0,10.596634733096073,13000.0,3,15218.75,0.7888970051132214,0.5010956902848794
116,800.0,2,2,0,1,0,1,1,1,11,1,0,2,3,0,0,17000,10.915088464214607,17000.0,4,19708.333333333332,0.7888970051132214,0.40577063550036524
117,550.0,1,3,0,1,0,1,0,1,11,1,0,1,2,1,77,0,10.239959789157341,12500.0,2,14750.0,0.02556610664718773,0.5010956902848794
118,1000.0,1,5,0,1,0,1,1,0,12,0,0,0,3,0,0,0,10.126631103850338,16000.0,5,15552.35652173913,0.7888970051132214,0.005843681519357195
119,525.0,2,4,0,1,0,1,1,1,11,1,0,2,2,0,0,12570,10.308952660644293,12570.0,3,15552.35652173913,0.7888970051132214,0.5010956902848794
120,510.0,0,1,0,0,1,0,0,0,11,1,0,0,3,0,0,9000,10.126631103850338,9000.0,3,16392.85714285714,0.7888970051132214,0.5010956902848794
121,650.0,0,1,0,0,0,0,0,0,12,0,0,0,2,0,0,0,10.126631103850338,10000.0,3,10000.0,0.7888970051132214,0.050401753104455806
122,900.0,1,4,0,1,0,1,0,0,11,2,0,0,2,0,0,0,10.308952660644293,10000.0,5,11500.0,0.7888970051132214,0.40577063550036524
123,1100.0,1,1,0,1,0,1,1,1,11,1,0,1,2,0,0,0,10.819778284410283,20000.0,5,19136.348484848484,0.7888970051132214,0.40577063550036524
124,550.0,0,1,0,0,0,1,0,0,11,1,0,0,4,0,0,1,10.308952660644293,12000.0,3,15100.0,0.7888970051132214,0.5010956902848794
125,800.0,0,7,0,1,1,1,0,1,11,1,0,2,0,0,0,0,10.819778284410283,16000.0,5,17309.5,0.7888970051132214,0.5010956902848794
126,730.0,0,3,0,0,0,1,0,0,11,1,0,0,2,0,0,0,10.126631103850338,15000.0,4,9600.0,0.7888970051132214,0.5010956902848794
127,630.0,0,3,0,0,0,1,0,0,11,1,0,2,1,0,0,0,10.714417768752456,15000.0,5,14167.441860465116,0.7888970051132214,0.40577063550036524
128,783.27,0,1,0,0,0,1,0,0,11,1,0,0,0,0,0,2,11.097410021008562,22000.0,5,17309.5,0.7888970051132214,0.5010956902848794
129,1050.0,2,7,0,0,0,1,0,0,11,1,1,2,2,0,0,0,11.225243392518447,30000.0,5,20126.949152542373,0.7888970051132214,0.40577063550036524
130,735.0,1,4,0,0,0,1,0,0,11,1,0,0,1,0,0,0,9.615805480084347,8000.0,5,8000.0,0.7888970051132214,0.5010956902848794
131,570.0,1,3,0,1,0,1,0,0,11,1,0,1,4,0,0,14000,10.596634733096073,14000.0,4,14361.111111111111,0.7888970051132214,0.5010956902848794
132,950.0,0,3,0,1,1,1,0,0,11,2,0,1,3,0,43,0,10.308952660644293,12500.0,5,19136.348484848484,0.014243973703433162,0.40577063550036524
133,600.0,0,0,0,0,0,1,0,0,11,2,0,0,4,0,0,0,10.596634733096073,12000.0,3,16286.666666666666,0.7888970051132214,0.40577063550036524
134,550.0,2,2,0,1,0,1,0,0,11,1,0,2,3,0,4,14000,10.596634733096073,14000.0,3,18367.34693877551,0.009495982468955442,0.5010956902848794
135,1000.0,2,8,0,1,0,0,1,1,11,1,0,2,3,1,0,27000,11.512925464970229,27000.0,4,27000.0,0.7888970051132214,0.5010956902848794
136,458.0,0,3,0,0,0,1,0,0,11,1,0,0,2,0,0,0,9.903487552536127,6500.0,4,9550.0,0.7888970051132214,0.5010956902848794
137,1101.0,1,8,0,1,0,1,0,0,22,1,0,1,1,1,26,20000,11.002099841204238,20000.0,6,18380.434782608696,0.017531044558071585,0.40577063550036524
138,1500.0,1,1,0,1,0,1,1,1,12,1,0,2,1,0,0,0,10.596634733096073,20000.0,7,12367.670807453416,0.7888970051132214,0.5010956902848794
139,565.0,0,5,0,1,0,2,0,0,11,1,0,2,3,0,0,0,10.596634733096073,10000.0,4,10000.0,0.7888970051132214,0.40577063550036524
140,836.0,1,7,0,1,0,2,0,1,12,1,0,2,1,0,0,0,10.596634733096073,21000.0,7,17166.666666666668,0.7888970051132214,0.5010956902848794
141,1250.0,1,7,0,1,0,2,1,1,12,1,0,2,2,0,0,21000,11.002099841204238,21000.0,7,19136.348484848484,0.7888970051132214,0.5010956902848794
142,1000.0,1,1,0,1,1,1,1,1,11,3,0,2,1,0,72,0,10.819778284410283,18000.0,5,16690.428571428572,0.0003652300949598247,0.40577063550036524
143,1000.0,1,4,0,0,0,1,0,0,11,1,1,1,1,0,0,0,10.308952660644293,13000.0,5,18333.333333333332,0.7888970051132214,0.40577063550036524
144,500.0,2,2,0,1,0,1,0,1,12,1,0,1,3,0,57,30000,11.002099841204238,30000.0,5,22352.941176470587,0.003652300949598247,0.40577063550036524
145,1050.0,0,9,0,1,1,1,1,1,12,1,0,2,2,0,0,20000,11.002099841204238,20000.0,7,19136.348484848484,0.7888970051132214,0.5010956902848794
146,515.0,0,1,0,1,0,1,0,1,11,1,0,1,2,0,0,9000,9.615805480084347,9000.0,4,13923.076923076924,0.7888970051132214,0.5010956902848794
147,700.0,2,4,0,1,0,1,0,0,12,1,0,2,2,0,0,0,10.596634733096073,19000.0,5,16775.0,0.7888970051132214,0.5010956902848794
148,950.0,2,5,0,0,0,1,0,0,12,2,0,1,3,1,14,0,10.714417768752456,16000.0,4,13200.0,0.002191380569758948,0.025931336742147554
149,760.0,0,5,0,1,0,1,1,1,11,1,0,1,2,1,76,16000,10.714417768752456,16000.0,4,14876.666666666666,0.02556610664718773,0.5010956902848794
150,694.0,1,5,0,1,0,1,1,0,11,1,0,1,2,0,26,0,9.798127036878302,6500.0,3,6500.0,0.017531044558071585,0.5010956902848794
151,638.0,0,1,0,1,0,1,0,0,11,1,0,2,1,0,0,0,10.819778284410283,15000.0,5,15552.35652173913,0.7888970051132214,0.5010956902848794
152,960.0,0,7,0,1,0,1,0,1,11,1,0,1,2,1,0,12000,10.46310334047155,12000.0,4,12367.670807453416,0.7888970051132214,0.5010956902848794
153,1050.0,1,5,0,1,0,1,0,0,11,1,0,1,2,1,0,1,10.819778284410283,16000.0,4,18380.434782608696,0.7888970051132214,0.40577063550036524
154,602.0,0,2,0,0,1,1,0,0,11,1,1,0,3,0,0,0,10.126631103850338,9500.0,5,9500.0,0.7888970051132214,0.5010956902848794
155,850.0,0,0,0,1,1,1,1,1,11,1,0,1,3,0,26,18000,11.002099841204238,18000.0,5,15000.0,0.017531044558071585,0.40577063550036524
156,907.0,1,1,0,1,1,1,1,1,11,1,0,1,1,1,0,0,11.225243392518447,25000.0,4,24519.23076923077,0.7888970051132214,0.5010956902848794
157,600.0,0,0,0,0,0,1,0,0,11,1,0,0,4,0,0,0,10.46310334047155,14500.0,3,14500.0,0.7888970051132214,0.5010956902848794
158,700.0,0,7,0,1,0,1,1,1,11,1,0,2,4,0,91,13000,10.308952660644293,12500.0,3,18380.434782608696,0.003287070854638422,0.40577063550036524
159,996.0,1,2,0,1,0,0,0,0,12,0,0,0,4,0,0,0,10.819778284410283,22000.0,4,22000.0,0.7888970051132214,0.5010956902848794
160,1200.0,2,2,0,1,0,1,1,1,12,2,0,1,4,0,0,0,11.407564949312402,30000.0,6,19708.333333333332,0.7888970051132214,0.5010956902848794
161,484.87,0,4,0,0,0,1,0,0,11,1,0,0,1,0,26,0,9.903487552536127,10000.0,3,16775.0,0.017531044558071585,0.5010956902848794
162,850.0,2,2,0,1,0,1,0,0,6,1,0,2,4,0,0,0,11.289781913656018,25000.0,5,15951.375,0.7888970051132214,0.5010956902848794
163,920.0,0,9,0,1,0,1,1,1,11,1,1,2,3,0,0,17000,10.819778284410283,17000.0,5,18380.434782608696,0.7888970051132214,0.5010956902848794
164,859.0,1,4,0,1,1,1,1,1,11,2,0,1,3,0,0,0,10.714417768752456,14000.0,5,15164.285714285714,0.7888970051132214,0.5010956902848794
165,1100.0,2,1,0,1,1,1,0,0,11,1,0,1,3,0,0,0,11.002099841204238,22000.0,5,15164.285714285714,0.7888970051132214,0.5010956902848794
166,460.0,0,8,0,0,0,1,1,0,11,1,0,2,2,0,0,10000,10.126631103850338,10000.0,3,15552.35652173913,0.7888970051132214,0.5010956902848794
167,900.52,0,2,0,0,1,1,0,0,22,1,0,2,3,0,0,14000,10.714417768752456,14000.0,5,12100.0,0.7888970051132214,0.40577063550036524
168,850.0,1,5,0,1,0,0,0,0,11,1,0,2,1,0,0,12000,10.126631103850338,12000.0,5,17522.222222222223,0.7888970051132214,0.40577063550036524
169,900.0,2,3,0,1,0,1,0,0,11,1,0,2,2,0,0,20500,11.407564949312402,19000.0,5,18968.71875,0.7888970051132214,0.025931336742147554
170,800.0,0,1,0,0,0,2,0,0,11,1,0,0,2,0,0,0,10.126631103850338,13500.0,5,13500.0,0.7888970051132214,0.5010956902848794
171,700.0,1,2,0,1,0,1,1,1,22,1,1,1,3,1,0,0,10.819778284410283,17500.0,4,20100.0,0.7888970051132214,0.40577063550036524
172,650.0,1,6,0,0,0,1,0,0,11,1,0,0,3,0,0,0,10.819778284410283,17500.0,5,19136.348484848484,0.7888970051132214,0.40577063550036524
173,800.0,2,7,0,0,0,1,0,0,12,1,0,0,2,0,0,0,10.308952660644293,15000.0,5,12367.670807453416,0.7888970051132214,0.5010956902848794
174,601.0,1,7,0,0,0,1,0,1,11,1,0,2,1,0,1,13000,10.571316925111784,13000.0,5,12367.670807453416,0.05003652300949598,0.5010956902848794
